source,target,weight,type
1656188257,1764877696,162,undirected
1656188257,1814478788,1739,undirected
1656188257,1815241379,5,undirected
1656188257,1827406448,6,undirected
1656188257,100000067805883,812,undirected
1656188257,100000075172365,73,undirected
1656188257,100000100040916,73,undirected
1656188257,100000108467197,6,undirected
1656188257,100000131829448,26,undirected
1656188257,100000186401044,388,undirected
1656188257,100000219586446,688,undirected
1656188257,100000227251080,14,undirected
1656188257,100000246928560,8,undirected
1656188257,100000257927112,14,undirected
1656188257,100000276094298,10,undirected
1656188257,100000286707826,464,undirected
1656188257,100000317424041,840,undirected
1656188257,100000326531136,69,undirected
1656188257,100000340400116,1680,undirected
1656188257,100000360354517,1948,undirected
1656188257,100000420475605,9,undirected
1656188257,100000449818179,1654,undirected
1656188257,100000455812182,250,undirected
1656188257,100000525981740,55,undirected
1656188257,100000536654474,19,undirected
1656188257,100000552369391,4,undirected
1656188257,100000554589395,524,undirected
1656188257,100000558624843,3,undirected
1656188257,100000857560331,2035,undirected
1656188257,100001076445986,1013,undirected
1656188257,100001152637775,1235,undirected
1656188257,100001242660072,320,undirected
1656188257,100001765022499,1,undirected
1656188257,100001875961312,1056,undirected
1656188257,100002274273100,994,undirected
1656188257,100002323475189,95,undirected
1656188257,100002391881569,2,undirected
1656188257,100002418336363,866,undirected
1656188257,100003118272199,806,undirected
1656188257,100003265365304,76,undirected
1656188257,100003368497248,8,undirected
1656188257,100004041571694,4,undirected
1656188257,100004893090241,2,undirected
1656188257,100006321240182,14,undirected
1656188257,100006639254127,23,undirected
1656188257,100006922129305,2,undirected
1656188257,100007317883583,2,undirected
1656188257,100007905344960,5,undirected
1656188257,100008168105341,22,undirected
1656188257,100008292189101,1,undirected
1656188257,100008390643762,54,undirected
1656188257,100008592521079,714,undirected
1656188257,100009138882655,1,undirected
1656188257,100010389822791,12,undirected
1656188257,100010773401029,1,undirected
1656188257,100011100223163,206,undirected
1656188257,100012888948296,1060,undirected
1656188257,100014721315082,25,undirected
1656188257,100014869788807,6,undirected
1656188257,100015789908981,184,undirected
1656188257,100023936348302,196,undirected
1656188257,100027375840747,89,undirected
1656188257,100027599450780,8,undirected
1656188257,100029930024520,210,undirected
1656188257,100032601781402,1,undirected
1656188257,100032975648302,2,undirected
1680420194,1690253083,1,undirected
1680420194,1764877696,119,undirected
1680420194,1814478788,674,undirected
1680420194,1815241379,24,undirected
1680420194,1827406448,12,undirected
1680420194,100000067805883,617,undirected
1680420194,100000075172365,34,undirected
1680420194,100000100040916,19,undirected
1680420194,100000108467197,5,undirected
1680420194,100000131829448,4,undirected
1680420194,100000186401044,362,undirected
1680420194,100000219586446,279,undirected
1680420194,100000227251080,5,undirected
1680420194,100000246928560,22,undirected
1680420194,100000257927112,1,undirected
1680420194,100000276094298,15,undirected
1680420194,100000286707826,545,undirected
1680420194,100000317424041,554,undirected
1680420194,100000326531136,28,undirected
1680420194,100000340400116,851,undirected
1680420194,100000344728341,2,undirected
1680420194,100000360354517,1157,undirected
1680420194,100000420475605,3,undirected
1680420194,100000449818179,285,undirected
1680420194,100000455812182,138,undirected
1680420194,100000525981740,26,undirected
1680420194,100000536654474,22,undirected
1680420194,100000552369391,5,undirected
1680420194,100000554589395,422,undirected
1680420194,100000558624843,17,undirected
1680420194,100000857560331,874,undirected
1680420194,100001076445986,696,undirected
1680420194,100001152637775,748,undirected
1680420194,100001242660072,199,undirected
1680420194,100001765022499,1,undirected
1680420194,100001875961312,1496,undirected
1680420194,100002274273100,345,undirected
1680420194,100002323475189,90,undirected
1680420194,100002418336363,254,undirected
1680420194,100003118272199,854,undirected
1680420194,100003265365304,13,undirected
1680420194,100003368497248,1,undirected
1680420194,100004041571694,1,undirected
1680420194,100004243149625,1,undirected
1680420194,100004804481736,3,undirected
1680420194,100004893090241,2,undirected
1680420194,100006008522536,6,undirected
1680420194,100006321240182,2,undirected
1680420194,100006639254127,38,undirected
1680420194,100008168105341,32,undirected
1680420194,100008390643762,40,undirected
1680420194,100008592521079,214,undirected
1680420194,100010389822791,25,undirected
1680420194,100010773401029,50,undirected
1680420194,100011100223163,130,undirected
1680420194,100012888948296,630,undirected
1680420194,100014063657695,1,undirected
1680420194,100015789908981,119,undirected
1680420194,100023936348302,26,undirected
1680420194,100027375840747,142,undirected
1680420194,100027599450780,27,undirected
1680420194,100029930024520,114,undirected
1680420194,100032601781402,1,undirected
1680420194,100032975648302,9,undirected
1680420194,100035844556337,1,undirected
1690253083,1815241379,1,undirected
1690253083,100000067805883,5,undirected
1690253083,100000186401044,7,undirected
1690253083,100000219586446,11,undirected
1690253083,100000246928560,4,undirected
1690253083,100000286707826,6,undirected
1690253083,100000317424041,34,undirected
1690253083,100000326531136,3,undirected
1690253083,100000340400116,2,undirected
1690253083,100000360354517,14,undirected
1690253083,100000449818179,30,undirected
1690253083,100000455812182,3,undirected
1690253083,100000525981740,1,undirected
1690253083,100000554589395,16,undirected
1690253083,100000857560331,13,undirected
1690253083,100001076445986,20,undirected
1690253083,100001242660072,1,undirected
1690253083,100002418336363,3,undirected
1690253083,100003265365304,2,undirected
1690253083,100004804481736,1,undirected
1690253083,100008168105341,2,undirected
1690253083,100012888948296,12,undirected
1690253083,100015789908981,1,undirected
1764877696,1814478788,211,undirected
1764877696,1815241379,63,undirected
1764877696,1827406448,35,undirected
1764877696,100000067805883,782,undirected
1764877696,100000075172365,7,undirected
1764877696,100000100040916,113,undirected
1764877696,100000108467197,23,undirected
1764877696,100000131817356,11,undirected
1764877696,100000186401044,626,undirected
1764877696,100000219586446,839,undirected
1764877696,100000246928560,136,undirected
1764877696,100000276094298,3,undirected
1764877696,100000286707826,150,undirected
1764877696,100000317424041,1005,undirected
1764877696,100000326531136,90,undirected
1764877696,100000340400116,375,undirected
1764877696,100000344728341,1,undirected
1764877696,100000360354517,1336,undirected
1764877696,100000449818179,475,undirected
1764877696,100000455812182,510,undirected
1764877696,100000474905849,5,undirected
1764877696,100000525981740,91,undirected
1764877696,100000536654474,15,undirected
1764877696,100000552369391,124,undirected
1764877696,100000554589395,560,undirected
1764877696,100000558624843,3,undirected
1764877696,100000792759345,1,undirected
1764877696,100000857560331,434,undirected
1764877696,100001076445986,533,undirected
1764877696,100001152637775,101,undirected
1764877696,100001242660072,48,undirected
1764877696,100001875961312,86,undirected
1764877696,100002238785233,1,undirected
1764877696,100002274273100,73,undirected
1764877696,100002323475189,100,undirected
1764877696,100002391881569,14,undirected
1764877696,100002418336363,122,undirected
1764877696,100003118272199,67,undirected
1764877696,100003265365304,32,undirected
1764877696,100003373492130,2,undirected
1764877696,100004041571694,12,undirected
1764877696,100004243149625,17,undirected
1764877696,100004804481736,27,undirected
1764877696,100004893090241,5,undirected
1764877696,100005991661563,2,undirected
1764877696,100006321240182,3,undirected
1764877696,100006639254127,3,undirected
1764877696,100007905344960,1,undirected
1764877696,100008168105341,8,undirected
1764877696,100008390643762,8,undirected
1764877696,100008592521079,133,undirected
1764877696,100010389822791,28,undirected
1764877696,100010773401029,8,undirected
1764877696,100011100223163,37,undirected
1764877696,100012888948296,1073,undirected
1764877696,100014063657695,4,undirected
1764877696,100014372445404,18,undirected
1764877696,100014645973060,2,undirected
1764877696,100015789908981,83,undirected
1764877696,100023936348302,34,undirected
1764877696,100027375840747,17,undirected
1764877696,100027599450780,2,undirected
1764877696,100029930024520,10,undirected
1814478788,1815241379,9,undirected
1814478788,100000067805883,1025,undirected
1814478788,100000075172365,68,undirected
1814478788,100000100040916,49,undirected
1814478788,100000108467197,3,undirected
1814478788,100000131829448,7,undirected
1814478788,100000186401044,377,undirected
1814478788,100000219586446,182,undirected
1814478788,100000227251080,4,undirected
1814478788,100000246928560,9,undirected
1814478788,100000276094298,7,undirected
1814478788,100000286707826,313,undirected
1814478788,100000317424041,499,undirected
1814478788,100000326531136,12,undirected
1814478788,100000340400116,2204,undirected
1814478788,100000360354517,1691,undirected
1814478788,100000420475605,9,undirected
1814478788,100000449818179,576,undirected
1814478788,100000455812182,250,undirected
1814478788,100000525981740,45,undirected
1814478788,100000536654474,23,undirected
1814478788,100000552369391,1,undirected
1814478788,100000554589395,721,undirected
1814478788,100000558624843,4,undirected
1814478788,100000857560331,1049,undirected
1814478788,100001076445986,886,undirected
1814478788,100001095390267,3,undirected
1814478788,100001152637775,1792,undirected
1814478788,100001242660072,83,undirected
1814478788,100001765022499,5,undirected
1814478788,100001875961312,488,undirected
1814478788,100002274273100,229,undirected
1814478788,100002323475189,129,undirected
1814478788,100002418336363,282,undirected
1814478788,100003118272199,375,undirected
1814478788,100003265365304,43,undirected
1814478788,100003368497248,2,undirected
1814478788,100004041571694,33,undirected
1814478788,100004804481736,3,undirected
1814478788,100006321240182,1,undirected
1814478788,100006639254127,30,undirected
1814478788,100008168105341,39,undirected
1814478788,100008390643762,85,undirected
1814478788,100008592521079,140,undirected
1814478788,100009138882655,1,undirected
1814478788,100010389822791,15,undirected
1814478788,100010773401029,29,undirected
1814478788,100011100223163,217,undirected
1814478788,100012888948296,978,undirected
1814478788,100014721315082,12,undirected
1814478788,100015789908981,232,undirected
1814478788,100023936348302,9,undirected
1814478788,100027375840747,43,undirected
1814478788,100027599450780,12,undirected
1814478788,100029930024520,625,undirected
1814478788,100032601781402,2,undirected
1814478788,100032975648302,6,undirected
1815241379,1827406448,10,undirected
1815241379,100000067805883,169,undirected
1815241379,100000100040916,36,undirected
1815241379,100000108467197,7,undirected
1815241379,100000131817356,37,undirected
1815241379,100000186401044,141,undirected
1815241379,100000219586446,345,undirected
1815241379,100000246928560,23,undirected
1815241379,100000286707826,43,undirected
1815241379,100000317424041,239,undirected
1815241379,100000326531136,73,undirected
1815241379,100000340400116,40,undirected
1815241379,100000344728341,3,undirected
1815241379,100000360354517,178,undirected
1815241379,100000449818179,50,undirected
1815241379,100000455812182,68,undirected
1815241379,100000525981740,68,undirected
1815241379,100000536654474,12,undirected
1815241379,100000552369391,23,undirected
1815241379,100000554589395,115,undirected
1815241379,100000857560331,90,undirected
1815241379,100001076445986,172,undirected
1815241379,100001242660072,12,undirected
1815241379,100001875961312,15,undirected
1815241379,100002238785233,1,undirected
1815241379,100002274273100,4,undirected
1815241379,100002323475189,8,undirected
1815241379,100002391881569,4,undirected
1815241379,100002418336363,35,undirected
1815241379,100003118272199,13,undirected
1815241379,100003265365304,8,undirected
1815241379,100004804481736,3,undirected
1815241379,100006639254127,3,undirected
1815241379,100008168105341,1,undirected
1815241379,100008592521079,4,undirected
1815241379,100009294011419,1,undirected
1815241379,100010389822791,1,undirected
1815241379,100010773401029,3,undirected
1815241379,100011100223163,16,undirected
1815241379,100012888948296,372,undirected
1815241379,100014063657695,1,undirected
1815241379,100015789908981,10,undirected
1815241379,100027375840747,2,undirected
1815241379,100027599450780,2,undirected
1815241379,100029930024520,1,undirected
1827406448,100000067805883,148,undirected
1827406448,100000100040916,25,undirected
1827406448,100000108467197,8,undirected
1827406448,100000131817356,4,undirected
1827406448,100000186401044,110,undirected
1827406448,100000219586446,208,undirected
1827406448,100000246928560,7,undirected
1827406448,100000286707826,33,undirected
1827406448,100000317424041,211,undirected
1827406448,100000326531136,25,undirected
1827406448,100000340400116,1,undirected
1827406448,100000344728341,7,undirected
1827406448,100000360354517,308,undirected
1827406448,100000449818179,118,undirected
1827406448,100000455812182,132,undirected
1827406448,100000525981740,16,undirected
1827406448,100000536654474,1,undirected
1827406448,100000552369391,27,undirected
1827406448,100000554589395,196,undirected
1827406448,100000857560331,185,undirected
1827406448,100001076445986,214,undirected
1827406448,100002238785233,1,undirected
1827406448,100002323475189,8,undirected
1827406448,100002418336363,20,undirected
1827406448,100003265365304,6,undirected
1827406448,100003373492130,2,undirected
1827406448,100004893090241,2,undirected
1827406448,100011100223163,20,undirected
1827406448,100012888948296,412,undirected
1827406448,100015789908981,31,undirected
1827406448,100027375840747,5,undirected
1829070423,100000100040916,2,undirected
1829070423,100000317424041,7,undirected
1829070423,100000326531136,1,undirected
1829070423,100000360354517,12,undirected
1829070423,100000857560331,3,undirected
1829070423,100001076445986,6,undirected
1829070423,100002323475189,4,undirected
1829070423,100002418336363,4,undirected
1829070423,100007317883583,2,undirected
1829070423,100012888948296,1,undirected
1829107764,100000067805883,2,undirected
1829107764,100000317424041,1,undirected
1829107764,100000525981740,2,undirected
1829107764,100000554589395,1,undirected
1829107764,100000857560331,2,undirected
1829107764,100001076445986,3,undirected
1829107764,100004893090241,1,undirected
1829107764,100011100223163,1,undirected
1829107764,100012888948296,1,undirected
100000067805883,100000075172365,3,undirected
100000067805883,100000100040916,258,undirected
100000067805883,100000108467197,60,undirected
100000067805883,100000131817356,13,undirected
100000067805883,100000131829448,4,undirected
100000067805883,100000186401044,1654,undirected
100000067805883,100000219586446,1576,undirected
100000067805883,100000246928560,96,undirected
100000067805883,100000257927112,1,undirected
100000067805883,100000276094298,4,undirected
100000067805883,100000286707826,633,undirected
100000067805883,100000317424041,2147,undirected
100000067805883,100000326531136,330,undirected
100000067805883,100000340400116,1429,undirected
100000067805883,100000344728341,23,undirected
100000067805883,100000360354517,3401,undirected
100000067805883,100000420475605,15,undirected
100000067805883,100000449818179,974,undirected
100000067805883,100000455812182,945,undirected
100000067805883,100000474905849,2,undirected
100000067805883,100000525981740,145,undirected
100000067805883,100000536654474,97,undirected
100000067805883,100000552369391,68,undirected
100000067805883,100000554589395,2518,undirected
100000067805883,100000558624843,4,undirected
100000067805883,100000792759345,7,undirected
100000067805883,100000857560331,2583,undirected
100000067805883,100001076445986,2567,undirected
100000067805883,100001152637775,301,undirected
100000067805883,100001242660072,71,undirected
100000067805883,100001765022499,1,undirected
100000067805883,100001875961312,413,undirected
100000067805883,100002238785233,11,undirected
100000067805883,100002274273100,191,undirected
100000067805883,100002323475189,155,undirected
100000067805883,100002391881569,22,undirected
100000067805883,100002418336363,820,undirected
100000067805883,100003118272199,369,undirected
100000067805883,100003265365304,205,undirected
100000067805883,100003368497248,1,undirected
100000067805883,100003373492130,14,undirected
100000067805883,100004041571694,36,undirected
100000067805883,100004243149625,6,undirected
100000067805883,100004804481736,38,undirected
100000067805883,100004893090241,4,undirected
100000067805883,100006008522536,8,undirected
100000067805883,100006321240182,4,undirected
100000067805883,100006639254127,24,undirected
100000067805883,100007317883583,1,undirected
100000067805883,100008168105341,44,undirected
100000067805883,100008390643762,18,undirected
100000067805883,100008592521079,146,undirected
100000067805883,100009138882655,1,undirected
100000067805883,100009294011419,9,undirected
100000067805883,100010389822791,18,undirected
100000067805883,100010773401029,8,undirected
100000067805883,100011100223163,193,undirected
100000067805883,100012004752724,40,undirected
100000067805883,100012888948296,3386,undirected
100000067805883,100014063657695,4,undirected
100000067805883,100014204470248,1,undirected
100000067805883,100014372445404,1,undirected
100000067805883,100014645973060,1,undirected
100000067805883,100014721315082,2,undirected
100000067805883,100015789908981,210,undirected
100000067805883,100023936348302,13,undirected
100000067805883,100027375840747,47,undirected
100000067805883,100027599450780,4,undirected
100000067805883,100029930024520,296,undirected
100000075172365,100000108467197,1,undirected
100000075172365,100000186401044,2,undirected
100000075172365,100000219586446,44,undirected
100000075172365,100000286707826,23,undirected
100000075172365,100000317424041,79,undirected
100000075172365,100000340400116,150,undirected
100000075172365,100000360354517,37,undirected
100000075172365,100000449818179,85,undirected
100000075172365,100000455812182,11,undirected
100000075172365,100000554589395,7,undirected
100000075172365,100000857560331,49,undirected
100000075172365,100001076445986,41,undirected
100000075172365,100001152637775,30,undirected
100000075172365,100001242660072,9,undirected
100000075172365,100001875961312,40,undirected
100000075172365,100002274273100,57,undirected
100000075172365,100002323475189,8,undirected
100000075172365,100002418336363,24,undirected
100000075172365,100003118272199,9,undirected
100000075172365,100006321240182,2,undirected
100000075172365,100006639254127,34,undirected
100000075172365,100008168105341,1,undirected
100000075172365,100008390643762,1,undirected
100000075172365,100008592521079,24,undirected
100000075172365,100011100223163,14,undirected
100000075172365,100012888948296,31,undirected
100000075172365,100015789908981,1,undirected
100000075172365,100023936348302,6,undirected
100000075172365,100027599450780,2,undirected
100000100040916,100000108467197,1,undirected
100000100040916,100000131817356,16,undirected
100000100040916,100000186401044,141,undirected
100000100040916,100000219586446,287,undirected
100000100040916,100000246928560,15,undirected
100000100040916,100000286707826,62,undirected
100000100040916,100000317424041,180,undirected
100000100040916,100000326531136,5,undirected
100000100040916,100000340400116,36,undirected
100000100040916,100000360354517,402,undirected
100000100040916,100000449818179,60,undirected
100000100040916,100000455812182,100,undirected
100000100040916,100000525981740,52,undirected
100000100040916,100000536654474,4,undirected
100000100040916,100000552369391,50,undirected
100000100040916,100000554589395,151,undirected
100000100040916,100000857560331,245,undirected
100000100040916,100001076445986,227,undirected
100000100040916,100001152637775,5,undirected
100000100040916,100001875961312,21,undirected
100000100040916,100002274273100,7,undirected
100000100040916,100002323475189,1,undirected
100000100040916,100002391881569,1,undirected
100000100040916,100002418336363,60,undirected
100000100040916,100003265365304,10,undirected
100000100040916,100004804481736,3,undirected
100000100040916,100004893090241,1,undirected
100000100040916,100006639254127,1,undirected
100000100040916,100007317883583,2,undirected
100000100040916,100008292189101,5,undirected
100000100040916,100008592521079,6,undirected
100000100040916,100011100223163,18,undirected
100000100040916,100012888948296,390,undirected
100000100040916,100014063657695,5,undirected
100000100040916,100014204470248,19,undirected
100000100040916,100014372445404,8,undirected
100000100040916,100015789908981,24,undirected
100000100040916,100027375840747,1,undirected
100000100040916,100029930024520,7,undirected
100000108467197,100000186401044,39,undirected
100000108467197,100000219586446,49,undirected
100000108467197,100000246928560,2,undirected
100000108467197,100000286707826,6,undirected
100000108467197,100000317424041,32,undirected
100000108467197,100000326531136,9,undirected
100000108467197,100000340400116,29,undirected
100000108467197,100000360354517,101,undirected
100000108467197,100000420475605,2,undirected
100000108467197,100000449818179,24,undirected
100000108467197,100000455812182,17,undirected
100000108467197,100000536654474,5,undirected
100000108467197,100000552369391,12,undirected
100000108467197,100000554589395,47,undirected
100000108467197,100000857560331,97,undirected
100000108467197,100001076445986,53,undirected
100000108467197,100001152637775,1,undirected
100000108467197,100001242660072,1,undirected
100000108467197,100001875961312,9,undirected
100000108467197,100002274273100,10,undirected
100000108467197,100002323475189,17,undirected
100000108467197,100002418336363,3,undirected
100000108467197,100003118272199,2,undirected
100000108467197,100004804481736,9,undirected
100000108467197,100005991661563,1,undirected
100000108467197,100006639254127,2,undirected
100000108467197,100008592521079,2,undirected
100000108467197,100011100223163,5,undirected
100000108467197,100012888948296,495,undirected
100000108467197,100014063657695,2,undirected
100000108467197,100014645973060,9,undirected
100000108467197,100015789908981,22,undirected
100000108467197,100027599450780,1,undirected
100000108467197,100029930024520,1,undirected
100000131817356,100000186401044,17,undirected
100000131817356,100000219586446,102,undirected
100000131817356,100000246928560,32,undirected
100000131817356,100000286707826,25,undirected
100000131817356,100000317424041,56,undirected
100000131817356,100000326531136,1,undirected
100000131817356,100000344728341,1,undirected
100000131817356,100000360354517,36,undirected
100000131817356,100000449818179,2,undirected
100000131817356,100000455812182,10,undirected
100000131817356,100000525981740,9,undirected
100000131817356,100000552369391,2,undirected
100000131817356,100000554589395,22,undirected
100000131817356,100000857560331,7,undirected
100000131817356,100001076445986,10,undirected
100000131817356,100002323475189,1,undirected
100000131817356,100012888948296,76,undirected
100000131817356,100014372445404,1,undirected
100000131829448,100000219586446,1,undirected
100000131829448,100000286707826,6,undirected
100000131829448,100000317424041,2,undirected
100000131829448,100000340400116,5,undirected
100000131829448,100000360354517,11,undirected
100000131829448,100000449818179,12,undirected
100000131829448,100000554589395,1,undirected
100000131829448,100000857560331,4,undirected
100000131829448,100001076445986,4,undirected
100000131829448,100001152637775,6,undirected
100000131829448,100001242660072,2,undirected
100000131829448,100001875961312,30,undirected
100000131829448,100002274273100,1,undirected
100000131829448,100002418336363,7,undirected
100000131829448,100003118272199,18,undirected
100000131829448,100008168105341,3,undirected
100000131829448,100008592521079,16,undirected
100000131829448,100010389822791,1,undirected
100000131829448,100010773401029,1,undirected
100000131829448,100012888948296,5,undirected
100000186401044,100000219586446,2678,undirected
100000186401044,100000227251080,2,undirected
100000186401044,100000246928560,217,undirected
100000186401044,100000257927112,3,undirected
100000186401044,100000276094298,1,undirected
100000186401044,100000286707826,801,undirected
100000186401044,100000317424041,1861,undirected
100000186401044,100000326531136,267,undirected
100000186401044,100000340400116,439,undirected
100000186401044,100000344728341,31,undirected
100000186401044,100000360354517,2323,undirected
100000186401044,100000420475605,5,undirected
100000186401044,100000449818179,871,undirected
100000186401044,100000455812182,1540,undirected
100000186401044,100000474905849,6,undirected
100000186401044,100000525981740,176,undirected
100000186401044,100000536654474,112,undirected
100000186401044,100000552369391,214,undirected
100000186401044,100000554589395,1804,undirected
100000186401044,100000792759345,10,undirected
100000186401044,100000857560331,1382,undirected
100000186401044,100001076445986,1237,undirected
100000186401044,100001095390267,7,undirected
100000186401044,100001152637775,179,undirected
100000186401044,100001242660072,123,undirected
100000186401044,100001765022499,6,undirected
100000186401044,100001875961312,373,undirected
100000186401044,100002238785233,2,undirected
100000186401044,100002274273100,116,undirected
100000186401044,100002323475189,66,undirected
100000186401044,100002391881569,68,undirected
100000186401044,100002418336363,363,undirected
100000186401044,100003118272199,377,undirected
100000186401044,100003265365304,75,undirected
100000186401044,100003368497248,1,undirected
100000186401044,100003373492130,8,undirected
100000186401044,100004041571694,12,undirected
100000186401044,100004243149625,8,undirected
100000186401044,100004804481736,29,undirected
100000186401044,100004893090241,2,undirected
100000186401044,100006321240182,4,undirected
100000186401044,100006639254127,17,undirected
100000186401044,100008168105341,59,undirected
100000186401044,100008292189101,2,undirected
100000186401044,100008390643762,41,undirected
100000186401044,100008592521079,150,undirected
100000186401044,100010389822791,9,undirected
100000186401044,100010773401029,27,undirected
100000186401044,100011100223163,352,undirected
100000186401044,100012004752724,4,undirected
100000186401044,100012888948296,4590,undirected
100000186401044,100014063657695,4,undirected
100000186401044,100014372445404,57,undirected
100000186401044,100014645973060,2,undirected
100000186401044,100014721315082,22,undirected
100000186401044,100015789908981,333,undirected
100000186401044,100017029176874,5,undirected
100000186401044,100023936348302,17,undirected
100000186401044,100027375840747,72,undirected
100000186401044,100027599450780,4,undirected
100000186401044,100029930024520,56,undirected
100000186401044,100032975648302,1,undirected
100000219586446,100000227251080,6,undirected
100000219586446,100000246928560,366,undirected
100000219586446,100000257927112,3,undirected
100000219586446,100000276094298,6,undirected
100000219586446,100000286707826,705,undirected
100000219586446,100000317424041,1989,undirected
100000219586446,100000326531136,202,undirected
100000219586446,100000340400116,563,undirected
100000219586446,100000344728341,11,undirected
100000219586446,100000360354517,2342,undirected
100000219586446,100000420475605,13,undirected
100000219586446,100000449818179,1513,undirected
100000219586446,100000455812182,2105,undirected
100000219586446,100000474905849,2,undirected
100000219586446,100000510466181,1,undirected
100000219586446,100000525981740,428,undirected
